username,visited,nomadlist_recommends
@redvan,"['New York City, NY,  United States', 'Mexico City,  Mexico', 'New York City, NY,  United States', 'Toronto,  Canada', 'New York City, NY,  United States', 'Isla Mujeres,  Mexico', 'New York City, NY,  United States', 'Cancun,  Mexico', 'New York City, NY,  United States', 'Montreal,  Canada', 'New York City, NY,  United States', 'Toronto,  Canada', 'New York City, NY,  United States', 'Cancun,  Mexico', 'New York City, NY,  United States', 'Honolulu, Hawaii,  United States']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@xavierpeich,"['Medellín,  Colombia', 'Montreal,  Canada']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Bogota, Colombia']"
@peteroneilljr,"['Denver, CO,  United States', 'Tel Aviv,  Israel', 'Denver, CO,  United States', 'Amsterdam,  Netherlands', 'Denver, CO,  United States', 'Tokyo,  Japan', 'Denver, CO,  United States', 'Austin, TX,  United States', 'London,  United Kingdom', 'Dublin,  Ireland', 'Prague,  Czechia', 'Las Vegas, NV,  United States', 'Denver, CO,  United States', 'San Francisco, CA,  United States', 'Austin, TX,  United States', 'Lisbon,  Portugal']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Barcelona, Spain', 'Budapest, Hungary', 'Hong  Kong, Thailand', 'Phuket, Spain', 'Madrid, Turkey']"
@dennis1271,"['Lisbon,  Portugal']","['Bangkok, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Porto, Portugal', 'Madrid, Spain']"
@cjvisser,"['Dubai,  United Arab Emirates', 'Cape Town,  South Africa', 'Istanbul,  Turkey', 'Tbilisi,  Georgia', 'Canon Rocks,  South Africa', 'Cape Town,  South Africa', 'Dubai,  United Arab Emirates', 'Tbilisi,  Georgia', 'Cape Town,  South Africa', 'Johannesburg,  South Africa', 'Dubai,  United Arab Emirates', 'Kuala Lumpur,  Malaysia', 'Phuket,  Thailand', 'Ko Samui,  Thailand', 'Bangkok,  Thailand', 'Dubai,  United Arab Emirates']","['Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany']"
@codesector,"['Auckland,  New Zealand', 'Brisbane,  Australia', 'Canggu, Bali,  Indonesia', 'Phuket,  Thailand', 'Weligama,  Sri Lanka', 'Melbourne,  Australia', 'Perth,  Australia', 'Brisbane,  Australia', 'Sydney,  Australia', 'Phuket,  Thailand', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Malé, ', 'Bangkok,  Thailand', 'Canggu, Bali,  Indonesia', 'Ubud, Bali,  Indonesia']","['Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@scottveilleux,"['Bodrum,  Turkey', 'Istanbul,  Turkey', 'Prague,  Czechia', 'Madrid,  Spain', 'Novi Sad,  Serbia', 'Bled,  Slovenia', 'Kotor,  Montenegro', 'Berat,  Albania', 'Himarë,  Albania', 'Tirana,  Albania', 'Zagreb,  Croatia', 'Naples,  Italy', 'Turin,  Italy', 'Lake Como,  Italy', 'Venice,  Italy', 'Padova,  Italy']","['Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Hong  Kong, Netherlands', 'Amsterdam, Colombia']"
@cameronpasta,"['Siargao,  Philippines', 'Penang,  Malaysia', 'Kuala Lumpur,  Malaysia', 'Ko Pha Ngan,  Thailand', 'Bangkok,  Thailand', 'Ho Chi Minh City,  Vietnam', 'Chiang Mai,  Thailand', 'Bengaluru,  India', 'Goa,  India', 'Izmir,  Turkey', 'Zadar,  Croatia', 'Herceg Novi,  Montenegro', 'Rouen,  France', 'Ghent,  Belgium', 'Delft,  Netherlands', 'Bansko,  Bulgaria']","['Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany']"
@citizen428,"['Vienna,  Austria', 'Bangkok,  Thailand', 'Ko Pha Ngan,  Thailand', 'Pran Buri,  Thailand', 'Ko Samui,  Thailand', 'Chiang Mai,  Thailand', 'Penang,  Malaysia', 'Ho Chi Minh City,  Vietnam', 'Singapore,  Singapore', 'Fukuoka,  Japan', 'Budapest,  Hungary', 'Vatican City,  Vatican City', 'Melbourne,  Australia', 'Sydney,  Australia', 'Phuket,  Thailand', 'Male,  Maldives']","['Medellín, Colombia', 'Lisbon, Portugal', 'Munich, Germany', 'Amsterdam, Netherlands', 'Porto, Portugal', 'Madrid, Spain', 'Playa  Carmen, Mexico', 'Ubud, Indonesia']"
@dmitriyabr,"['Moscow,  Russia', 'Kaliningrad,  Russia', 'Moscow,  Russia', 'Saint Petersburg,  Russia', 'Stockholm,  Sweden', 'Moscow,  Russia', 'Yerevan,  Armenia', 'Moscow,  Russia', 'Sochi,  Russia', 'Moscow,  Russia', 'Minsk,  Belarus', 'Moscow,  Russia', 'London,  United Kingdom', 'Moscow,  Russia', 'Bar,  Montenegro', 'Moscow,  Russia']","['Bangkok, Thailand', 'Mexico  City, Mexico', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Helsinki, Finland']"
@conorwade,"['Lisbon,  Portugal', 'Lisbon,  Portugal', 'Kuala Lumpur,  Malaysia', 'Nha Trang,  Vietnam', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Ko Samui,  Thailand', 'Chiang Mai,  Thailand', 'Chiang Mai,  Thailand', 'Paris,  France', 'Kuala Lumpur,  Malaysia', 'Da Nang,  Vietnam', 'Nha Trang,  Vietnam', 'New York City, NY,  United States', 'North Hatley,  Canada', 'Vancouver,  Canada']","['Mexico  City, Mexico', 'Penang, Malaysia', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Seoul, Netherlands', 'Amsterdam, Portugal']"
@kenoko,"['Toronto,  Canada', 'Nashville, TN,  United States', 'Denver, CO,  United States', 'Steamboat Springs,  United States', 'Moab,  United States', 'Reno, NV,  United States', 'San Francisco, CA,  United States', 'San Diego, CA,  United States', 'Phoenix, AZ,  United States', 'Tucson, AZ,  United States', 'Bisbee,  United States', 'Alamogordo,  United States', 'Hot Springs,  United States', 'Memphis, TN,  United States', 'Nashville, TN,  United States', 'Toronto,  Canada']","['Bangkok, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Vancouver, Canada']"
@andor,"['Sydney,  Australia', 'Bangkok,  Thailand', 'Ko Pha Ngan,  Thailand', 'Phuket,  Thailand', 'London,  United Kingdom', 'Blue Mountains,  Australia', 'Armidale,  Australia', 'Blue Mountains,  Australia', 'Armidale,  Australia', 'Sydney,  Australia', 'London,  United Kingdom', 'Berlin,  Germany', 'London,  United Kingdom', 'Isle of Wight,  United Kingdom', 'London,  United Kingdom', 'Berlin,  Germany']","['Chiang  Mai, Thailand', 'Mexico  City, Mexico', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia']"
@ignacioaal,"['Vancouver,  Canada', 'Mexico City,  Mexico', 'Monterrey,  Mexico', 'San Francisco, CA,  United States']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@deemoun,"['Tijuana,  Mexico', 'Puerto Vallarta,  Mexico', 'Queretaro,  Mexico', 'Mexico City,  Mexico', 'Reno, NV,  United States', 'Vancouver,  Canada', 'Renton,  United States', 'Portland, OR,  United States', 'Krasnodar,  Russia', 'Sochi,  Russia', 'Moscow,  Russia', 'Cabo San Lucas,  Mexico', 'New York City, NY,  United States', 'Toronto,  Canada', 'San Francisco, CA,  United States', 'Seoul,  South Korea']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@melinafilms,"['Zurich,  Switzerland', 'Istanbul,  Turkey', 'Dubai,  United Arab Emirates', 'Sarajevo,  Bosnia', 'Berlin,  Germany', 'Sarajevo,  Bosnia', 'Berlin,  Germany', 'Istanbul,  Turkey', 'Sarajevo,  Bosnia', 'Tokyo,  Japan', 'Busan,  South Korea', 'Seoul,  South Korea', 'Helsinki,  Finland', 'Berlin,  Germany', 'Vienna,  Austria', 'Sarajevo,  Bosnia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany']"
@curtis,"['Phnom Penh,  Cambodia', 'Bangkok,  Thailand', 'New York City, NY,  United States', 'Maryland,  United States', 'Boston, MA,  United States', 'Maryland,  United States', 'New York City, NY,  United States', 'Bangkok,  Thailand', 'Taipei,  Taiwan', 'Bangkok,  Thailand', 'Da Nang,  Vietnam', 'Tokyo,  Japan', 'Takayama,  Japan', 'Tokyo,  Japan', 'Bangkok,  Thailand', 'Istanbul,  Turkey']","['Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Dubai, Georgia', 'Tbilisi, Spain']"
@faultcore,"['Berlin,  Germany', 'Hamburg,  Germany', 'Amsterdam,  Netherlands', 'Moscow,  Russia', 'Riga,  Latvia', 'Montpellier,  France', 'Vienna,  Austria', 'Saint Petersburg,  Russia', 'Sydney,  Australia', 'Osaka,  Japan', 'Saint Petersburg,  Russia', 'San Francisco, CA,  United States', 'Moscow,  Russia', 'Brussels,  Belgium', 'The Hague,  Netherlands', 'Moscow,  Russia']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Dubai, Germany']"
@kalusi1111,"['Cluj,  Romania', 'Linz,  Austria', 'Heidelberg,  Germany', 'Buenos Aires,  Argentina', 'Montevideo,  Uruguay']","['Bangkok, Thailand', 'Medellín, Colombia', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@jcavazos,"['Lisbon,  Portugal', 'Mexico City,  Mexico', 'Buenos Aires,  Argentina', 'Oaxaca,  Mexico', 'Houston, TX,  United States', 'Austin, TX,  United States', 'Lisbon,  Portugal', 'Austin, TX,  United States', 'Laredo, TX,  United States', 'Mexico City,  Mexico', 'Lisbon,  Portugal', 'Bilbao,  Spain', 'San Sebastian,  Spain', 'Bidart,  France', 'Bordeaux,  France', 'Milan,  Italy']","['Bangkok, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Porto, Portugal', 'Madrid, Spain']"
@mirashtein,"['Tel Aviv,  Israel', 'Vancouver,  Canada', 'Ottawa,  Canada', 'Toronto,  Canada', 'Santo Domingo,  Dominican Republic', 'San José,  Costa Rica', 'San Francisco, CA,  United States', 'Los Angeles, CA,  United States', 'Fresno, CA,  United States', 'Las Vegas, NV,  United States', 'Los Angeles, CA,  United States', 'Houston, TX,  United States', 'Port Isabel,  United States', 'Cape Canaveral,  United States', 'Miami, FL,  United States', 'London,  United Kingdom']","['Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Warsaw, Poland', 'Budapest, Hungary']"
@adimov,"['Bangkok,  Thailand', 'Tokyo,  Japan', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Tbilisi,  Georgia', 'Moscow,  Russia', 'Ko Pha Ngan,  Thailand', 'Moscow,  Russia', 'Saint Petersburg,  Russia', 'Moscow,  Russia', 'Abrau Beach,  Russia', 'Rostov-on-Don,  Russia', 'Moscow,  Russia', 'Tokyo,  Japan', 'Tokyo,  Japan', 'Osaka,  Japan']","['Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@alexwestco,"['Bangkok,  Thailand', 'London,  United Kingdom', 'New York City, NY,  United States', 'London,  United Kingdom', 'Medellín,  Colombia', 'Gran Canaria, Canary Islands,  Spain', 'London,  United Kingdom', 'Palermo,  Italy', 'Paris,  France', 'Athens,  Greece', 'Paphos,  Cyprus', 'London,  United Kingdom', 'Munich,  Germany', 'Palermo,  Italy', 'Milan,  Italy', 'Thessaloniki,  Greece']","['Chiang  Mai, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia']"
@nosql,"['Milan,  Italy', 'Lisbon,  Portugal']","['Bangkok, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Porto, Portugal', 'Madrid, Spain']"
@jorgeandres,"['Tirana,  Albania', 'Istanbul,  Turkey', 'Antalya,  Turkey', 'Istanbul,  Turkey', 'Ho Chi Minh City,  Vietnam', 'Ho Chi Minh City,  Vietnam', 'Nha Trang,  Vietnam', 'Buenos Aires,  Argentina', 'Santiago,  Chile', 'Nha Trang,  Vietnam', 'Da Nang,  Vietnam', 'Nha Trang,  Vietnam', 'Tokyo,  Japan', 'Barcelona,  Spain', 'Venice,  Italy', 'Rome,  Italy']","['Chiang  Mai, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Budapest, Hungary', 'Prague, Czechia']"
@nico_lrx,"['Bogota,  Colombia', 'Barcelona,  Spain', 'Paris,  France', 'Istanbul,  Turkey', 'Paris,  France', 'Istanbul,  Turkey', 'Tbilisi,  Georgia', 'Istanbul,  Turkey', 'Paris,  France', 'Berlin,  Germany', 'Istanbul,  Turkey', 'Mexico City,  Mexico', 'Istanbul,  Turkey', 'Brest,  France', 'Paris,  France', 'Istanbul,  Turkey']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Kuala  Lumpur, Malaysia', 'Budapest, Hungary', 'Prague, Czechia', 'Dubai, Germany', 'Munich, Netherlands']"
@alshch,"['Moscow,  Russia', 'Minsk,  Belarus', 'Moscow,  Russia', 'Berlin,  Germany', 'Brussels,  Belgium', 'Lisbon,  Portugal', 'Porto,  Portugal', 'Madrid,  Spain', 'Barcelona,  Spain', 'Moscow,  Russia', 'Vilnius,  Lithuania', 'Moscow,  Russia', 'Tallinn,  Estonia', 'Turku,  Finland', 'Tampere,  Finland', 'Helsinki,  Finland']","['Bangkok, Thailand', 'Warsaw, Poland', 'Budapest, Hungary', 'Prague, Czechia', 'Dubai, Georgia', 'Tbilisi, Netherlands', 'Amsterdam, Turkey']"
@dominikmayer,"['Ho Chi Minh City,  Vietnam', 'Da Nang,  Vietnam', 'Hoi An,  Vietnam', 'Da Nang,  Vietnam', 'Cheongju-si,  South Korea', 'Seoul,  South Korea', 'Busan,  South Korea', 'Shanghai,  China', 'Hong Kong,  Hong Kong', 'Graz,  Austria', 'Munich,  Germany', 'Cham,  Germany', 'Munich,  Germany', 'Hagen,  Germany', 'Istanbul,  Turkey', 'Kuala Lumpur,  Malaysia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@jonathanlegend,"['Canggu, Bali,  Indonesia', 'Pattaya,  Thailand', 'Kuala Lumpur,  Malaysia', 'Pattaya,  Thailand', 'Johor Bahru,  Malaysia', 'Pattaya,  Thailand', 'Atlanta, GA,  United States', 'São Paulo,  Brazil', 'Tijuana,  Mexico']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Penang, Malaysia', 'Berlin, Germany']"
@amritha,"['Bangkok,  Thailand', 'Chiang Mai,  Thailand', 'Hanoi,  Vietnam', 'Bangkok,  Thailand', 'Chiang Mai,  Thailand', 'Chiang Mai,  Thailand']","['Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany']"
@himanshu,"['Chiang Mai,  Thailand', 'Chiang Mai,  Thailand', 'Phuket,  Thailand', 'Bangkok,  Thailand', 'Kuala Lumpur,  Malaysia', 'Tbilisi,  Georgia', 'Gudauri,  Georgia', 'Tbilisi,  Georgia', 'Batumi,  Georgia', 'Tbilisi,  Georgia', 'Bengaluru,  India', 'Canggu, Bali,  Indonesia']","['Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@sallen,"['Boston, MA,  United States', 'Los Angeles, CA,  United States', 'Boston, MA,  United States', 'Szczecin,  Poland', 'Kyiv,  Ukraine', 'Tel Aviv,  Israel']","['Bangkok, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@dmfreedom,"['Melbourne,  Australia', 'Jeddah,  Saudi Arabia', 'Riyadh,  Saudi Arabia', 'Amsterdam,  Netherlands', 'Athens,  Greece', 'Riyadh,  Saudi Arabia', 'Melbourne,  Australia', 'Riyadh,  Saudi Arabia', 'Yanbu Seafront,  Saudi Arabia', 'Medina,  Saudi Arabia', 'Riyadh,  Saudi Arabia', 'Dubai,  United Arab Emirates', 'Riyadh,  Saudi Arabia', 'Melbourne,  Australia', 'Sydney,  Australia', 'Melbourne,  Australia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia']"
@manacespereira,"['Pipa,  Brazil', 'Recife,  Brazil', 'Salvador,  Brazil', 'São Paulo,  Brazil', 'Bangkok,  Thailand', 'Ko Tao,  Thailand', 'Ko Pha Ngan,  Thailand', 'Krabi,  Thailand', 'Phuket,  Thailand', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Frankfurt,  Germany', 'Berlin,  Germany', 'Brussels,  Belgium', 'Bucharest,  Romania', 'Catania,  Italy']","['Medellín, Colombia', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Hong  Kong, Germany']"
@bradleystone,"['Mexico City,  Mexico', 'Gastonia,  United States', 'West Palm Beach, FL,  United States', 'Medellín,  Colombia', 'Cartagena,  Colombia', 'Medellín,  Colombia', 'Cusco,  Peru']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Barcelona, Spain', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Bogota, Colombia', 'Madrid, Spain']"
@davicci,"['London,  United Kingdom', 'Muscat,  Oman', 'Manama,  Bahrain', 'Shenzhen,  China', 'Da Nang,  Vietnam', 'Naha, Okinawa,  Japan', 'Hong Kong,  Hong Kong', 'Istanbul,  Turkey', 'Izmir,  Turkey', 'Malta, ', 'Madeira,  Portugal', 'Marrakesh,  Morocco', 'Turin,  Italy', 'Tallinn,  Estonia', 'Gräddö,  Sweden', 'Oslo,  Norway']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia']"
@sammysocal,"['Bangkok,  Thailand', 'Budapest,  Hungary', 'Mexico City,  Mexico']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Prague, Czechia', 'Berlin, Germany']"
@cassim,"['Naples,  Italy', 'Paris,  France', 'Edinburgh,  United Kingdom', 'Paris,  France', 'Tokyo,  Japan', 'Taipei,  Taiwan', 'Seoul,  South Korea', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Lille,  France', 'Porto,  Portugal']","['Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@raul,"['Santiago de los Caballeros,  Dominican Republic', 'Puerto Plata,  Dominican Republic', 'Las Galeras,  Dominican Republic', 'Fajardo,  Puerto Rico', 'San Juan,  Puerto Rico', 'Cádiz,  Spain', 'Madrid,  Spain', 'Cádiz,  Spain', 'Los Angeles, CA,  United States', 'San Juan,  Puerto Rico', 'Los Angeles, CA,  United States', 'Cádiz,  Spain', 'Lagos,  Portugal', 'Cádiz,  Spain', 'London,  United Kingdom', 'Cádiz,  Spain']","['Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Da  Nang, Vietnam', 'Porto, Portugal']"
@gonzar11,"['Prague,  Czechia', 'Madrid,  Spain', 'Lisbon,  Portugal', 'Amsterdam,  Netherlands', 'Valencia,  Spain']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Mexico  City, Mexico', 'Barcelona, Spain', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany', 'Porto, Portugal']"
@ansonwnt,"['Hong Kong,  Hong Kong', 'Seoul,  South Korea', 'Hong Kong,  Hong Kong', 'Seoul,  South Korea', 'Hong Kong,  Hong Kong', 'Taipei,  Taiwan']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@thedevdavid,"['Toronto,  Canada', 'Amsterdam,  Netherlands', 'Barcelona,  Spain', 'Barcelona,  Spain', 'Andorra la Vella,  Andorra', 'Barcelona,  Spain', 'Perpignan,  France', 'Barcelona,  Spain', 'Budapest,  Hungary', 'Barcelona,  Spain', 'Berlin,  Germany', 'Barcelona,  Spain', 'Madrid,  Spain', 'Barcelona,  Spain', 'Budapest,  Hungary', 'Tenerife, Canary Islands,  Spain']","['Chiang  Mai, Thailand', 'Medellín, Colombia', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Athens, Greece', 'Prague, Czechia', 'Munich, Germany', 'Porto, Portugal']"
@wilder,"['Prague,  Czechia', 'Prague,  Czechia', 'Prague,  Czechia', 'Tbilisi,  Georgia', 'Douglas,  Isle of Man', 'Madeira,  Portugal', 'Rio de Janeiro,  Brazil', 'Asuncion,  Paraguay', 'Bratislava,  Slovakia', 'Seeweg,  Austria', 'Bratislava,  Slovakia', 'Hamburg,  Germany', 'Ružomberok,  Slovakia', 'Bratislava,  Slovakia', 'Buenos Aires,  Argentina', 'Mendoza,  Argentina']","['Chiang  Mai, Thailand', 'Medellín, Colombia', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany', 'Madrid, Spain']"
@migmeneses,"['Bangkok,  Thailand', 'Luang Prabang,  Laos', 'Vang Vieng,  Laos', 'Vientiane,  Laos', 'Bangkok,  Thailand', 'Hong Kong,  Hong Kong', 'Bangkok,  Thailand', 'Da Nang,  Vietnam', 'Hoi An,  Vietnam', 'Hanoi,  Vietnam', 'Istanbul,  Turkey', 'Almería,  Spain', 'Tallinn,  Estonia', 'Almería,  Spain', 'Seville,  Spain', 'Barcelona,  Spain']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Munich, Germany', 'Amsterdam, Netherlands']"
@tolgacagin,"['Kuala Lumpur,  Malaysia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Penang, Malaysia', 'Berlin, Germany']"
@jojobadejoh,"['Da Nang,  Vietnam']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Phuket, Thailand']"
@bartligthart,"['Phnom Penh,  Cambodia', 'Ho Chi Minh City,  Vietnam', 'Hanoi,  Vietnam', 'Bangkok,  Thailand']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Berlin, Germany']"
@couba,"['Ko Pha Ngan,  Thailand', 'Phuket,  Thailand', 'Warsaw,  Poland', 'Malta, ', 'Sliema,  Malta', 'Barcelona,  Spain', 'Malaga,  Spain', 'Lisbon,  Portugal', 'Warsaw,  Poland', 'Barcelona,  Spain', 'Warsaw,  Poland']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Kraków, Poland', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Porto, Portugal']"
