username,visited,nomadlist_recommends
@franciscoortiz,"['Bologna,  Italy', 'Brunico,  Italy', 'Bologna,  Italy', 'Rovinj,  Croatia', 'Plitvička Jezera,  Croatia', 'Ljubljana,  Slovenia', 'Bled,  Slovenia', 'Trieste,  Italy', 'Ferrara,  Italy', 'Bologna,  Italy', 'Tbilisi,  Georgia', 'Sighnaghi,  Georgia', 'Tbilisi,  Georgia', 'Bologna,  Italy', 'Milan,  Italy', 'Bologna,  Italy']","['Medellín, Colombia', 'Budapest, Hungary', 'Helsinki, Finland', 'Bogota, Colombia', 'New  City, Brazil', 'Florianopolis, Sweden', 'Stockholm, Slovakia']"
@bentburton,"['Bansko,  Bulgaria', 'Austin, TX,  United States', 'Las Vegas, NV,  United States', 'Dallas, TX,  United States', 'Austin, TX,  United States', 'Santa Monica,  United States', 'Bangkok,  Thailand', 'Phuket,  Thailand', 'Ko Phi Phi,  Thailand', 'Chiang Mai,  Thailand', 'Hanoi,  Vietnam', 'Ho Chi Minh City,  Vietnam', 'Ubud, Bali,  Indonesia', 'Canggu, Bali,  Indonesia', 'Kuala Lumpur,  Malaysia', 'Singapore,  Singapore']","['Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@mselleen,"['Marbella,  Spain', 'Västerås,  Sweden', 'Marbella,  Spain', 'Gran Canaria, Canary Islands,  Spain', 'Madeira,  Portugal', 'Puerto de la Cruz,  Spain', 'Puerto Rico,  Spain', 'Malaga,  Spain', 'Västerås,  Sweden', 'Lisbon,  Portugal', 'Bogota,  Colombia', 'Guayaquil,  Ecuador', 'Galapagos Islands,  Ecuador', 'Quito,  Ecuador', 'Bogota,  Colombia', 'San José,  Costa Rica']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Medellín, Colombia', 'Mexico  City, Mexico', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Budapest, Hungary', 'Prague, Czechia']"
@sephfp,"['Medellín,  Colombia']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Bogota, Colombia']"
@dv346,"['Dubai,  United Arab Emirates', 'Sarajevo,  Bosnia', 'Tirana,  Albania', 'Skopje,  North Macedonia', 'Belgrade,  Serbia', 'Sarajevo,  Bosnia', 'Pristina,  Kosovo', 'Istanbul,  Turkey', 'Berlin,  Germany', 'Sofia,  Bulgaria', 'Bucharest,  Romania', 'Dubai,  United Arab Emirates', 'Athens,  Greece', 'Naples,  Italy', 'Bari,  Italy', 'Lviv,  Ukraine']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Prague, Czechia', 'Munich, Germany']"
@kaam,"['Valencia,  Spain', 'Goa,  India']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Athens, Greece', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Delhi, India']"
@kazaimazai,"['Lisbon,  Portugal']","['Bangkok, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Porto, Portugal', 'Madrid, Spain']"
@davidorban,"['Milan,  Italy', 'Montreal,  Canada', 'Monaco,  Monaco', 'Milan,  Italy', 'Seoul,  South Korea', 'Milan,  Italy', 'New York City, NY,  United States', 'Miami, FL,  United States', 'Bergamo,  Italy', 'Dubai,  United Arab Emirates', 'Sliema,  Malta', 'Dubai,  United Arab Emirates', 'Monaco,  Monaco', 'Monaco,  Monaco', 'Bergamo,  Italy', 'Sliema,  Malta']","['Bangkok, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia']"
@sheilakay,"['Puerto Vallarta,  Mexico', 'Istanbul,  Turkey', 'Puerto Vallarta,  Mexico', 'Playa del Carmen,  Mexico', 'Cabarete,  Dominican Republic', 'Chiang Mai,  Thailand', 'Sydney,  Australia']","['Bangkok, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary']"
@darkfox,"['Saint Petersburg,  Russia', 'Shadrinsk,  Russia', 'Saint Petersburg,  Russia', 'Tbilisi,  Georgia', 'Saint Petersburg,  Russia', 'Tenerife, Canary Islands,  Spain', 'Saint Petersburg,  Russia', 'Baden-Württemberg,  Germany', 'Stuttgart,  Germany', 'Rothenburg ob der Tauber,  Germany', 'Rome,  Italy', 'Naples,  Italy', 'Verona,  Italy', 'Paris,  France', 'Amsterdam,  Netherlands', 'Saint Petersburg,  Russia']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Helsinki, Finland']"
@dragoxian,"['Canggu, Bali,  Indonesia', 'Kuala Lumpur,  Malaysia', 'Penang,  Malaysia', 'Langkawi,  Malaysia', 'Ko Lipe,  Thailand', 'Ko Phi Phi,  Thailand', 'Phuket,  Thailand', 'Xi An,  China', 'Valencia,  Spain', 'Tenerife, Canary Islands,  Spain', 'Gran Canaria, Canary Islands,  Spain', 'Madrid,  Spain', 'Barcelona,  Spain', 'Copenhagen,  Denmark', 'Paris,  France', 'Amsterdam,  Netherlands']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Penang, Malaysia', 'Dubai, Germany']"
@jacopo,"['Mexico City,  Mexico', 'Playa del Carmen,  Mexico', 'Mexico City,  Mexico', 'Puerto Escondido,  Mexico', 'Mexico City,  Mexico', 'Milan,  Italy', 'Lanzarote, Canary Islands,  Spain', 'Fuerteventura, Canary Islands,  Spain', 'Tenerife, Canary Islands,  Spain', 'Gran Canaria, Canary Islands,  Spain']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@magali,"['Buenos Aires,  Argentina', 'Washington, DC,  United States', 'Buenos Aires,  Argentina', 'Barcelona,  Spain', 'Ko Tao,  Thailand', 'Ko Samui,  Thailand', 'Canggu, Bali,  Indonesia', 'Buenos Aires,  Argentina']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Medellín, Colombia', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Prague, Czechia', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@bernsio,"['Buenos Aires,  Argentina', 'Canggu, Bali,  Indonesia', 'Wakatobi,  Indonesia', 'Canggu, Bali,  Indonesia', 'Nha Trang,  Vietnam', 'Ho Chi Minh City,  Vietnam', 'Ko Pha Ngan,  Thailand', 'Bangkok,  Thailand', 'Canggu, Bali,  Indonesia', 'Karlsruhe,  Germany', 'Berlin,  Germany', 'Milan,  Italy', 'Lake Como,  Italy', 'Berlin,  Germany', 'Freiburg im Breisgau,  Germany', 'Canggu, Bali,  Indonesia']","['Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia']"
@tiffafoo,"['Ho Chi Minh City,  Vietnam', 'Da Nang,  Vietnam', 'Kuala Lumpur,  Malaysia', 'Ho Chi Minh City,  Vietnam', 'Istanbul,  Turkey', 'Playa del Carmen,  Mexico', 'New York City, NY,  United States', 'Mexico City,  Mexico', 'Puerto Vallarta,  Mexico', 'Montreal,  Canada', 'Gran Canaria, Canary Islands,  Spain', 'New York City, NY,  United States', 'Montreal,  Canada', 'Mexico City,  Mexico', 'Medellín,  Colombia', 'Montreal,  Canada']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Budapest, Hungary', 'Prague, Czechia']"
@lihiavgar,"['Ko Pha Ngan,  Thailand']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@viniciusarant,"['Batumi,  Georgia', 'Kraków,  Poland', 'Budapest,  Hungary', 'Lisbon,  Portugal', 'Budapest,  Hungary', 'London,  United Kingdom']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Barcelona, Spain', 'Tokyo, Japan', 'Athens, Greece', 'Prague, Czechia', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@jscagos,"['Buenos Aires Province,  Argentina', 'Bangkok,  Thailand', 'Prague,  Czechia', 'Berlin,  Germany', 'Berlin,  Germany']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Budapest, Hungary', 'Munich, Germany', 'Amsterdam, Netherlands', 'Phuket, Thailand']"
@hraekim,"['Seoul,  South Korea', 'Vancouver,  Canada', 'New York City, NY,  United States', 'Buenos Aires,  Argentina', 'Medellín,  Colombia', 'Mexico City,  Mexico', 'Los Angeles, CA,  United States', 'San Francisco, CA,  United States', 'Melbourne,  Australia', 'Tokyo,  Japan', 'Seoul,  South Korea', 'Vienna,  Austria', 'Paris,  France', 'Rome,  Italy', 'South Korea, ']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@michellesmit,"['Amsterdam,  Netherlands']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Madrid, Spain', 'Istanbul, Turkey']"
@reganjoetravel,"['Muskegon,  United States', 'Tokyo,  Japan', 'Canggu, Bali,  Indonesia', 'Ubud, Bali,  Indonesia', 'Sudaji,  Indonesia', 'Denpasar, Bali,  Indonesia', 'Kathmandu,  Nepal', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Amsterdam,  Netherlands', 'Cork,  Ireland', 'Cobh,  Ireland', 'London,  United Kingdom', 'Nottingham,  United Kingdom', 'Edinburgh,  United Kingdom', 'Leeds,  United Kingdom']","['Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Hong  Kong, Thailand']"
@evelienal,"['Oaxaca,  Mexico', 'Mexico City,  Mexico', 'Puebla,  Mexico', 'San Cristóbal de las Casas,  Mexico', 'Puerto Escondido,  Mexico', 'Oaxaca,  Mexico', 'Puebla,  Mexico', 'Mexico City,  Mexico']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Buenos  Aires, Argentina', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@keithbaumwald,"['Bariloche,  Argentina', 'Mendoza,  Argentina', 'Santiago,  Chile', 'Potrerillos,  Argentina', 'Mendoza,  Argentina', 'Buenos Aires,  Argentina', 'New York City, NY,  United States', 'Stowe,  United States', 'Atlanta, GA,  United States', 'Bangkok,  Thailand', 'Ubud, Bali,  Indonesia', 'Gili Air,  Indonesia', 'Uluwatu, Bali,  Indonesia', 'Ubud, Bali,  Indonesia', 'Canggu, Bali,  Indonesia', 'Ubud, Bali,  Indonesia']","['Medellín, Colombia', 'Mexico  City, Mexico', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Hong  Kong, Germany']"
@ecazorla,"['London,  United Kingdom', 'Paris,  France', 'Marbella,  Spain', 'East Lansing,  United States', 'Marbella,  Spain', 'London,  United Kingdom', 'Osaka,  Japan', 'Kyoto,  Japan', 'Kobe,  Japan', 'Seoul,  South Korea', 'Jeju Island,  South Korea', 'Seoul,  South Korea', 'Taipei,  Taiwan', 'London,  United Kingdom', 'Aberdeen,  United Kingdom', 'Edinburgh,  United Kingdom']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Athens, Greece']"
@timdavid,"['Berlin,  Germany', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Berlin,  Germany', 'Canggu, Bali,  Indonesia', 'Bangkok,  Thailand', 'Chiang Mai,  Thailand', 'Lisbon,  Portugal', 'Berlin,  Germany']","['Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Hong  Kong, Netherlands', 'Amsterdam, Thailand']"
@dimitrieh,"['Barcelona,  Spain', 'Berlin,  Germany', 'Ossendrecht,  Netherlands', 'Schokland (UNESCO World Heritage),  Netherlands', 'Stramproy,  Netherlands', 'Arnhem,  Netherlands', 'Buenos Aires,  Argentina', 'El Calafate,  Argentina', 'Chaltén,  Argentina', 'Los Antiguos,  Argentina', 'Cochrane,  Chile', 'Tortel,  Chile', 'Puerto Edén,  Chile', 'Puerto Natales,  Chile', 'Punta Arenas,  Chile', 'Ushuaia,  Argentina']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Medellín, Colombia', 'Mexico  City, Mexico', 'Athens, Greece', 'Prague, Czechia']"
@kwny,"['Playa del Carmen,  Mexico', 'Oaxaca,  Mexico', 'Mexico City,  Mexico', 'Barcelona,  Spain', 'Madeira,  Portugal', 'Zurich,  Switzerland', 'London,  United Kingdom', 'Berlin,  Germany', 'Prague,  Czechia', 'London,  United Kingdom', 'Austin, TX,  United States', 'Playa del Carmen,  Mexico', 'Oaxaca,  Mexico', 'Playa del Carmen,  Mexico', 'Bacalar,  Mexico', 'Playa del Carmen,  Mexico']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Buenos  Aires, Argentina', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Dubai, Georgia']"
@fleventy,"['Mexico City,  Mexico', 'Wellington,  New Zealand', 'Chiang Mai,  Thailand', 'Wellington,  New Zealand', 'Tokyo,  Japan']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Berlin, Germany']"
@hiromarkey,"['Tokyo,  Japan', 'Kuala Lumpur,  Malaysia', 'Bangkok,  Thailand', 'Osaka,  Japan', 'Tokyo,  Japan', 'Tbilisi,  Georgia', 'Bangkok,  Thailand', 'Canggu, Bali,  Indonesia', 'New York City, NY,  United States', 'Tokyo,  Japan', 'Seoul,  South Korea', 'Chiang Mai,  Thailand', 'Delhi,  India', 'Bangkok,  Thailand', 'Taipei,  Taiwan', 'Tokyo,  Japan']","['Mexico  City, Mexico', 'Athens, Greece', 'Prague, Czechia', 'Hong  Kong, Portugal', 'Porto, Spain', 'Madrid, Indonesia', 'Ubud, Vietnam']"
@gerhard,"['Vienna,  Austria', 'Sydney,  Australia', 'Melbourne,  Australia', 'Canberra,  Australia', 'Sydney,  Australia', 'Vienna,  Austria', 'Larnaca,  Cyprus', 'Nicosia,  Cyprus', 'Limassol,  Cyprus', 'Paphos,  Cyprus', 'Larnaca,  Cyprus', 'Vienna,  Austria', 'Valencia,  Spain', 'Vienna,  Austria', 'Berlin,  Germany', 'Vienna,  Austria']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Budapest, Hungary', 'Prague, Czechia']"
@vega,"['Seoul,  South Korea', 'Dubai,  United Arab Emirates']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Prague, Czechia']"
@klemen,"['Mexico City,  Mexico', 'Reno, NV,  United States', 'Parque Holandés,  Spain', 'Costa Teguise,  Spain', 'Ljubljana,  Slovenia', 'Montreal,  Canada', 'Reno, NV,  United States', 'Ljubljana,  Slovenia', 'Triglav National Park,  Slovenia', 'Ksamil,  Albania', 'Geroplatanos,  Greece', 'Korçë,  Albania', 'Ohrid,  North Macedonia', 'Skopje,  North Macedonia', 'Novi Sad,  Serbia', 'Zagreb,  Croatia']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Playa  Carmen, Mexico']"
@ishvara,"['Ubud, Bali,  Indonesia', 'Canggu, Bali,  Indonesia', 'Sofia,  Bulgaria', 'Bansko,  Bulgaria', 'Lisbon,  Portugal', 'Fátima,  Portugal', 'Porto,  Portugal', 'Montreal,  Canada', 'Paris,  France', 'Manhattan,  United States', 'Fátima,  Portugal', 'Porto,  Portugal', 'Santiago de Compostela,  Spain', 'Nantes,  France', 'London,  United Kingdom', 'Riksgränsen,  Sweden']","['Buenos  Aires, Argentina', 'Medellín, Colombia', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Canggu, Indonesia', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany']"
@konradgnat,"['Chiang Mai,  Thailand', 'Ho Chi Minh City,  Vietnam', 'Kuala Lumpur,  Malaysia', 'Beijing,  China', 'Wuhan,  China', 'Shenzhen,  China', 'Seminyak, Bali,  Indonesia', 'Ho Chi Minh City,  Vietnam', 'Chicago, IL,  United States', 'Denver, CO,  United States', 'Chicago, IL,  United States', 'New York City, NY,  United States', 'Chicago, IL,  United States', 'Kraków,  Poland', 'Rzeszow,  Poland', 'Bengaluru,  India']","['Bangkok, Thailand', 'Medellín, Colombia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia']"
@jeremikaczmarczyk,"['Hua Hin,  Thailand', 'Bangkok,  Thailand', 'Siem Reap,  Cambodia', 'Phnom Penh,  Cambodia', 'Krong Kampot,  Cambodia', 'Phu Quoc,  Vietnam', 'Ho Chi Minh City,  Vietnam', 'Hanoi,  Vietnam', 'Hoi An,  Vietnam', 'Da Nang,  Vietnam', 'Nha Trang,  Vietnam', 'Vũng Tàu,  Vietnam', 'Ho Chi Minh City,  Vietnam', 'Hoi An,  Vietnam', 'Hanoi,  Vietnam', 'Wrocław,  Poland']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Warsaw, Poland', 'Prague, Czechia']"
@attemka,"['Colombo,  Sri Lanka', 'Kopaonik,  Serbia', 'Istanbul,  Turkey', 'Cape Town,  South Africa', 'Johannesburg,  South Africa', 'Port Louis,  Mauritius', 'Tbilisi,  Georgia', 'Istanbul,  Turkey', 'Kathmandu,  Nepal', 'Mumbai,  India', 'Goa,  India', 'Istanbul,  Turkey', 'Fethiye,  Turkey', 'Podgorica,  Montenegro', 'Casablanca,  Morocco', 'Baku,  Azerbaijan']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@daviddemeij,"['Buenos Aires,  Argentina', 'Rio de Janeiro,  Brazil', 'Lisbon,  Portugal', 'Porto,  Portugal', 'The Hague,  Netherlands']","['Bangkok, Thailand', 'Medellín, Colombia', 'Mexico  City, Mexico', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@alanleviton,"['Alexandria,  Egypt', 'Istanbul,  Turkey', 'Dubai,  United Arab Emirates', 'Muscat,  Oman', 'Dubai,  United Arab Emirates', 'Samarkand,  Uzbekistan', 'Dubai,  United Arab Emirates', 'Cape Town,  South Africa', 'Doha,  Qatar', 'Lembongan Island,  Indonesia', 'Penida Island,  Indonesia', 'Ubud, Bali,  Indonesia', 'Canggu, Bali,  Indonesia', 'Doha,  Qatar', 'Cape Town,  South Africa', 'Frankfurt,  Germany']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Mexico  City, Mexico', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Phuket, Thailand']"
@30andawakeup,"['Pattaya,  Thailand', 'Chiang Mai,  Thailand', 'Pattaya,  Thailand', 'Bangkok,  Thailand', 'Honolulu, Hawaii,  United States', 'St. Louis, MO,  United States', 'Cape Town,  South Africa', 'Valencia,  Spain', 'Lisbon,  Portugal', 'Budapest,  Hungary', 'Split,  Croatia', 'Kuala Lumpur,  Malaysia', 'Canggu, Bali,  Indonesia', 'Ubud, Bali,  Indonesia', 'Bangkok,  Thailand', 'Luang Prabang,  Laos']","['Buenos  Aires, Argentina', 'Barcelona, Spain', 'Tokyo, Japan', 'Prague, Czechia', 'Berlin, Germany', 'Hong  Kong, Netherlands', 'Amsterdam, Thailand']"
@elenalaura,"['Verona,  Italy', 'Medellín,  Colombia', 'La Paz Department,  Bolivia', 'London,  United Kingdom', 'Santiago,  Chile', 'Panama City,  Panama', 'Phnom Penh,  Cambodia', 'Krong Svay Rieng,  Cambodia', 'London,  United Kingdom', 'Philippines,  Philippines', 'Phnom Penh,  Cambodia', 'London,  United Kingdom', 'Kuching,  Malaysia', 'Singapore,  Singapore', 'Malaysia,  Malaysia', 'Cambodia,  Cambodia']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia']"
@kenllamas,"['Kuala Lumpur,  Malaysia', 'Bucharest,  Romania', 'Sofia,  Bulgaria', 'Bucharest,  Romania', 'London,  United Kingdom', 'Belgrade,  Serbia', 'Bucharest,  Romania']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@mjturt,"['Kittilä,  Finland', 'Helsinki,  Finland', 'Turku,  Finland', 'Helsinki,  Finland', 'Berlin,  Germany', 'Rhodes,  Greece', 'Istanbul,  Turkey', 'Varna,  Bulgaria', 'Veliko Tarnovo,  Bulgaria', 'Burgas,  Bulgaria', 'Varna,  Bulgaria', 'Bucharest,  Romania', 'Budapest,  Hungary', 'Rijeka,  Croatia', 'Ljubljana,  Slovenia', 'Budapest,  Hungary']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Athens, Greece', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@mushirih,"['Milan,  Italy', 'Madrid,  Spain', 'Dubrovnik,  Croatia', 'Nairobi,  Kenya']","['Bangkok, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Split, Croatia', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@dinomad,"['Madeira,  Portugal', 'Lisbon,  Portugal', 'Marrakesh,  Morocco', 'Batumi,  Georgia', 'Istanbul,  Turkey']","['Bangkok, Thailand', 'Barcelona, Spain', 'Kuala  Lumpur, Malaysia', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany', 'Dubai, Georgia']"
@alexandrospavl,"['Crete,  Greece', 'Birmingham,  United Kingdom', 'Athens,  Greece', 'Athens,  Greece', 'Bruges,  Belgium', 'Brussels,  Belgium', 'Athens,  Greece', 'Budapest,  Hungary', 'Belgrade,  Serbia', 'Crete,  Greece', 'Athens,  Greece', 'Lisbon,  Portugal', 'Crete,  Greece', 'Mannheim,  Germany']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Barcelona, Spain', 'Prague, Czechia', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Porto, Portugal', 'Madrid, Spain']"
@brianguertin,"['San Francisco, CA,  United States', 'New York City, NY,  United States', 'San Francisco, CA,  United States', 'Los Angeles, CA,  United States', 'Brooklyn,  United States', 'San Francisco, CA,  United States', 'Boston, MA,  United States', 'Cape Town,  South Africa', 'Rome,  Italy', 'Florence,  Italy', 'Zurich,  Switzerland', 'Berlin,  Germany', 'London,  United Kingdom', 'Boston, MA,  United States', 'Cape Cod National Seashore,  United States', 'Boston, MA,  United States']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@meghnasa,"['Samarkand,  Uzbekistan', 'Milan,  Italy', 'San Francisco, CA,  United States', 'Marrakesh,  Morocco', 'Budapest,  Hungary', 'Vienna,  Austria', 'Prague,  Czechia', 'Edinburgh,  United Kingdom', 'Venice,  Italy', 'Florence,  Italy', 'Rome,  Italy', 'Aqaba,  Jordan', 'Dusseldorf,  Germany', 'Amsterdam,  Netherlands', 'Cologne,  Germany', 'Interlaken,  Switzerland']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Athens, Greece', 'Berlin, Germany']"
@rodrigorsg,"['Foz do Iguaçu,  Brazil', 'Manaus,  Brazil', 'São Paulo,  Brazil', 'Lisbon,  Portugal', 'Coimbra,  Portugal', 'Lisbon,  Portugal', 'Madrid,  Spain', 'Barcelona,  Spain', 'Bratislava,  Slovakia', 'Vienna,  Austria', 'Ljubljana,  Slovenia', 'Zagreb,  Croatia', 'Sliema,  Malta', 'Coimbra,  Portugal', 'Lisbon,  Portugal', 'São Paulo,  Brazil']","['Chiang  Mai, Thailand', 'Buenos  Aires, Argentina', 'Mexico  City, Mexico', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@jeremy,"['Valencia,  Spain', 'Boston, MA,  United States', 'Madrid,  Spain', 'Paris,  France', 'Toulouse,  France', 'Madrid,  Spain', 'London,  United Kingdom', 'Madrid,  Spain', 'Valencia,  Spain', 'Madrid,  Spain', 'Gran Canaria, Canary Islands,  Spain', 'Madrid,  Spain', 'Toulouse,  France', 'Madrid,  Spain', 'Seville,  Spain', 'Toulouse,  France']","['Bangkok, Thailand', 'Mexico  City, Mexico', 'Lisbon, Portugal', 'Tokyo, Japan', 'Athens, Greece', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
@tae8838,"['Bangkok,  Thailand', 'Lampang,  Thailand', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Ko Phi Phi,  Thailand', 'Phuket,  Thailand', 'Bangkok,  Thailand', 'Taipei,  Taiwan', 'Kaohsiung,  Taiwan', 'Taichung,  Taiwan', 'Bangkok,  Thailand', 'Colombo,  Sri Lanka', 'Bangkok,  Thailand', 'Rishikesh,  India', 'Delhi,  India', 'Mumbai,  India']","['Buenos  Aires, Argentina', 'Mexico  City, Mexico', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Budapest, Hungary', 'Prague, Czechia', 'Berlin, Germany']"
